"Variable","Variable Label","Possible Values","Column Type","Column Name"
"INCSUP1","Whether claiming income support in reference week","Sick person, Pensioner, Lone parent, any other form of Income support, Does not apply, No answer","object","Whether_claiming_income_support_in_reference_week"
"In792ss1","SIC07 to SIC92 second job section, revised Dec 2009","A:Agriculture, hunting & forestry, B:Fishing, C:Mining, quarrying, D:Manufacturing, E:Electricity gas & water supply, F:Construction, G:Wholesale, retail & motor trade, H:Hotels & restaurants, I:Transport, storage & communication, J:Financial intermediation, K:Real estate, renting & business activs, L:Public administration & defence, M:educ, N:Health & social work, O:Other community, social & personal, P:Private hholds with employed persons, Q:Extra-territorial organisations,bodies, Does not apply, No answer","object","SIC07_to_SIC92_second_job_section_revised_Dec_2009"
"In792sm1","SIC07 to SIC92 main job section, revised Dec 2009","A:Agriculture, hunting & forestry, B:Fishing, C:Mining, quarrying, D:Manufacturing, E:Electricity gas & water supply, F:Construction, G:Wholesale, retail & motor trade, H:Hotels & restaurants, I:Transport, storage & communication, J:Financial intermediation, K:Real estate, renting & business activs, L:Public administration & defence, M:Education, N:Health & social work, O:Other community, social & personal, P:Private hholds with employed persons, Q:Extra-territorial organisations,bodies, Does not apply, No answer","object","SIC07_to_SIC92_main_job_section_revised_Dec_2009"
"In792sl1","SIC07 to SIC92 last job section, revised Dec 2009","A:Agriculture, hunting & forestry, B:Fishing, C:Mining, quarrying, D:Manufacturing, E:Electricity gas & water supply, F:Construction, G:Wholesale, retail & motor trade, H:Hotels & restaurants, I:Transport, storage & communication, J:Financial intermediation, K:Real estate, renting & business activs, L:Public administration & defence, M:educ, N:Health & social work, O:Other community, social & personal, P:Private hholds with employed persons, Q:Extra-territorial organisations,bodies, Does not apply, No answer","object","SIC07_to_SIC92_last_job_section_revised_Dec_2009"
"In792er1","SIC07 to SIC92 redundant job sector, revised Dec 2009","A-B: Agriculture & fishing, C,E: Energy & water, D: Manufacturing, F: Construction, G-H: Distribution, hotels & restaurants, I: Transport & communication, J-K: Banking, finance & insurance etc, L-N: Public admin, educ & health, O-Q: Other services, Does not apply, No answer","object","SIC07_to_SIC92_redundant_job_sector_revised_Dec_2009"
"In792em1","SIC07 to SIC92 main job sector, revised Dec 2009","A-B: Agriculture & fishing, C,E: Energy & water, D: Manufacturing, F: Construction, G-H: Distribution, hotels & restaurants, I: Transport & communication, J-K: Banking, finance & insurance etc, L-N: Public admin, educ & health, O-Q: Other services, Does not apply, No answer","object","SIC07_to_SIC92_main_job_sector_revised_Dec_2009"
"In792ds1","SIC07 to SIC92 second job division, revised Dec 2009","01:Agriculture,hunting,etc, 02:Forestry,logging etc, 05:Fishing,fish farms,hatcheries etc, 10:Coal,lignite mining,peat extraction, 11:Oil,gas extractn etc (not surveying), 12:Uranium,thorium ore mining, 13:Mining of metal ores, 14:Other mining,quarrying, 15:Food,beverage manufacture, 16:Tobacco products manufacture, 17:Textile manufacture, 18:Clothing,fur manufacture, 19:Leather,leather goods manufacture, 20:Wood,straw,cork,wood prods(not furn), 21:Pulp,paper,paper prods manufacture, 22:Printing,publishing,recorded media, 23:Coke,petrol prods,nuclear fuel man, 24:Chemicals,chemical products man, 25:Rubber,plastic products manufacture, 26:Other non-metallic products man, 27:Basic metals manufacture, 28:Fabric-metal prod (not mach,eqt) man, 29:Mach,eqt manufacture, 30:Office mach,computer manufacture, 31:Elec mach,eqt manufacture, 32:Radio,TV,communication eqt man, 33:Medical,precision,optical eqt man, 34:Motor veh,trailer,etc manufacture, 35:Other transport eqt manufacture, 36:Furniture etc manufacture, 37:Recycling, 40:Elec,gas,steam etc supply, 41:Water collection,purif.,supply etc, 45:Construction, 50:Sales of motor vehs,parts,fuel etc, 51:Wsale,commiss. trade (fee,contract), 52:Retail trade (not motor veh) repairs, 55:Hotels,restaurants, 60:Transport by land,pipeline, 61:Water transport, 62:Air transport, 63:Aux transport activ.,travel agents, 64:Post,telecommunications, 65:Financl intermed(not insur.,pensn.), 66:Insurance,pensions (not Social Sec), 67:Other financial (not insur.,pensn.), 70:Real estate activities, 71:Personal,hhld,mach,eqt rental(no op), 72:Computer,related activities, 73:Research,development, 74:Other business activities, 75:Public admin,defence,social security, 80:Education, 85:Health,social work, 90:Sanitation,sewage,refuse disposal etc, 91:Activ. of membership organisations, 92:Recreational,cultural,sporting activ, 93:Other service activities, 95:Private hhlds with employed persons, 99:Extra-territorial organisations etc, Does not apply, No answer","object","SIC07_to_SIC92_second_job_division_revised_Dec_2009"
"In792dr1","SIC07 to SIC92 redundant job division, revised Dec 2009","01:Agriculture,hunting,etc, 02:Forestry,logging etc, 05:Fishing,fish farms,hatcheries etc, 10:Coal,lignite mining,peat extraction, 11:Oil,gas extractn etc (not surveying), 12:Uranium,thorium ore mining, 13:Mining of metal ores, 14:Other mining,quarrying, 15:Food,beverage manufacture, 16:Tobacco products manufacture, 17:Textile manufacture, 18:Clothing,fur manufacture, 19:Leather,leather goods manufacture, 20:Wood,straw,cork,wood prods(not furn), 21:Pulp,paper,paper prods manufacture, 22:Printing,publishing,recorded media, 23:Coke,petrol prods,nuclear fuel man, 24:Chemicals,chemical products man, 25:Rubber,plastic products manufacture, 26:Other non-metallic products man, 27:Basic metals manufacture, 28:Fabric-metal prod (not mach,eqt) man, 29:Mach,eqt manufacture, 30:Office mach,computer manufacture, 31:Elec mach,eqt manufacture, 32:Radio,TV,communication eqt man, 33:Medical,precision,optical eqt man, 34:Motor veh,trailer,etc manufacture, 35:Other transport eqt manufacture, 36:Furniture etc manufacture, 37:Recycling, 40:Elec,gas,steam etc supply, 41:Water collection,purif.,supply etc, 45:Construction, 50:Sales of motor vehs,parts,fuel etc, 51:Wsale,commiss. trade (fee,contract), 52:Retail trade (not motor veh) repairs, 55:Hotels,restaurants, 60:Transport by land,pipeline, 61:Water transport, 62:Air transport, 63:Aux transport activ.,travel agents, 64:Post,telecommunications, 65:Financl intermed(not insur.,pensn.), 66:Insurance,pensions (not Social Sec), 67:Other financial (not insur.,pensn.), 70:Real estate activities, 71:Personal,hhld,mach,eqt rental(no op), 72:Computer,related activities, 73:Research,development, 74:Other business activities, 75:Public admin,defence,social security, 80:Education, 85:Health,social work, 90:Sanitation,sewage,refuse disposal etc, 91:Activ. of membership organisations, 92:Recreational,cultural,sporting activ, 93:Other service activities, 95:Private hhlds with employed persons, 99:Extra-territorial organisations etc, Does not apply, No answer","object","SIC07_to_SIC92_redundant_job_division_revised_Dec_2009"
"In792dm1","SIC07 to SIC92 main job division, revised Dec 2009","01:Agriculture,hunting,etc, 02:Forestry,logging etc, 05:Fishing,fish farms,hatcheries etc, 10:Coal,lignite mining,peat extraction, 11:Oil,gas extractn etc (not surveying), 12:Uranium,thorium ore mining, 13:Mining of metal ores, 14:Other mining,quarrying, 15:Food,beverage manufacture, 16:Tobacco products manufacture, 17:Textile manufacture, 18:Clothing,fur manufacture, 19:Leather,leather goods manufacture, 20:Wood,straw,cork,wood prods(not furn), 21:Pulp,paper,paper prods manufacture, 22:Printing,publishing,recorded media, 23:Coke,petrol prods,nuclear fuel man, 24:Chemicals,chemical products man, 25:Rubber,plastic products manufacture, 26:Other non-metallic products man, 27:Basic metals manufacture, 28:Fabric-metal prod (not mach,eqt) man, 29:Mach,eqt manufacture, 30:Office mach,computer manufacture, 31:Elec mach,eqt manufacture, 32:Radio,TV,communication eqt man, 33:Medical,precision,optical eqt man, 34:Motor veh,trailer,etc manufacture, 35:Other transport eqt manufacture, 36:Furniture etc manufacture, 37:Recycling, 40:Elec,gas,steam etc supply, 41:Water collection,purif.,supply etc, 45:Construction, 50:Sales of motor vehs,parts,fuel etc, 51:Wsale,commiss. trade (fee,contract), 52:Retail trade (not motor veh) repairs, 55:Hotels,restaurants, 60:Transport by land,pipeline, 61:Water transport, 62:Air transport, 63:Aux transport activ.,travel agents, 64:Post,telecommunications, 65:Financl intermed(not insur.,pensn.), 66:Insurance,pensions (not Social Sec), 67:Other financial (not insur.,pensn.), 70:Real estate activities, 71:Personal,hhld,mach,eqt rental(no op), 72:Computer,related activities, 73:Research,development, 74:Other business activities, 75:Public admin,defence,social security, 80:Education, 85:Health,social work, 90:Sanitation,sewage,refuse disposal etc, 91:Activ. of membership organisations, 92:Recreational,cultural,sporting activ, 93:Other service activities, 95:Private hhlds with employed persons, 99:Extra-territorial organisations etc, Does not apply, No answer","object","SIC07_to_SIC92_main_job_division_revised_Dec_2009"
"In792dl1","SIC07 to SIC92 last job division, revised Dec 2009","01:Agriculture,hunting,etc, 02:Forestry,logging etc, 05:Fishing,fish farms,hatcheries etc, 10:Coal,lignite mining,peat extraction, 11:Oil,gas extractn etc (not surveying), 12:Uranium,thorium ore mining, 13:Mining of metal ores, 14:Other mining,quarrying, 15:Food,beverage manufacture, 16:Tobacco products manufacture, 17:Textile manufacture, 18:Clothing,fur manufacture, 19:Leather,leather goods manufacture, 20:Wood,straw,cork,wood prods(not furn), 21:Pulp,paper,paper prods manufacture, 22:Printing,publishing,recorded media, 23:Coke,petrol prods,nuclear fuel man, 24:Chemicals,chemical products man, 25:Rubber,plastic products manufacture, 26:Other non-metallic products man, 27:Basic metals manufacture, 28:Fabric-metal prod (not mach,eqt) man, 29:Mach,eqt manufacture, 30:Office mach,computer manufacture, 31:Elec mach,eqt manufacture, 32:Radio,TV,communication eqt man, 33:Medical,precision,optical eqt man, 34:Motor veh,trailer,etc manufacture, 35:Other transport eqt manufacture, 36:Furniture etc manufacture, 37:Recycling, 40:Elec,gas,steam etc supply, 41:Water collection,purif.,supply etc, 45:Construction, 50:Sales of motor vehs,parts,fuel etc, 51:Wsale,commiss. trade (fee,contract), 52:Retail trade (not motor veh) repairs, 55:Hotels,restaurants, 60:Transport by land,pipeline, 61:Water transport, 62:Air transport, 63:Aux transport activ.,travel agents, 64:Post,telecommunications, 65:Financl intermed(not insur.,pensn.), 66:Insurance,pensions (not Social Sec), 67:Other financial (not insur.,pensn.), 70:Real estate activities, 71:Personal,hhld,mach,eqt rental(no op), 72:Computer,related activities, 73:Research,development, 74:Other business activities, 75:Public admin,defence,social security, 80:Education, 85:Health,social work, 90:Sanitation,sewage,refuse disposal etc, 91:Activ. of membership organisations, 92:Recreational,cultural,sporting activ, 93:Other service activities, 95:Private hhlds with employed persons, 99:Extra-territorial organisations etc, Does not apply, No answer","object","SIC07_to_SIC92_last_job_division_revised_Dec_2009"
"ILODEFR1","Economic activity (reported) from MM05","In employment, ILO unemployed, Inactive, Under 16, Does not apply, No answer","object","Economic_activity_reported_from_MM05"
"ILLOFF1","Number of days off sick in reference week","One day, Two days, Three days, Four days, Five days, Six days, Seven days, Does not apply, No answer","object","Number_of_days_off_sick_in_reference_week"
"HSTNOW1","Level at which studying for advanced higher/higher/intermediate/access qualification (Scotland)","Access Level, Intermediate Level 1, Intermediate Level 2, Higher, Advanced Higher, Does not apply, No answer","object","Level_at_which_studying_for_advanced_higherhigherintermediatea"
"HST1","Number of highers","No answer, Three or more highers, Fewer than three, Don't know, Does not apply","object","Number_of_highers"
"HRRATE1","Basic hourly rate (Government scheme or employee)","No answer, Does not apply, 995 or more, Did not know, Refusal","object","Basic_hourly_rate_Government_scheme_or_employee"
"HOWGET1","How was current job obtained (if within last 3 months)","Reply to advertisement, Job Centre, Careers Office, Jobclub, Private employment agency,business, Hearing from someone who worked there, Direct application, Some other way, Does not apply, No answer","object","How_was_current_job_obtained_if_within_last_3_months"
"HOURPAY1","Gross hourly pay","No answer, Does not apply","object","Gross_hourly_pay"
"HOURLY1","Whether paid fixed hourly rate","No answer, Yes, No, Does not apply","object","Whether_paid_fixed_hourly_rate"
"HOME21","Whether mainly work from home (2nd job)","Own home, Same grounds or building, Different places with home as a base, Separate from home, Does not apply, No answer","object","Whether_mainly_work_from_home_2nd_job"
"HOME1","Whether mainly work from home (main job)","Own home, Same grounds or building, Different places with home as a base, Separate from home, Does not apply, No answer","object","Whether_mainly_work_from_home_main_job"
"HIQUA151","Highest qualification training leads to","No answer, Does not apply","object","Highest_qualification_training_leads_to"
"HIUL15D1","Highest qualification (detailed grouping)","No answer, Does not apply","object","Highest_qualification_detailed_grouping"
"HIUAL151","Highest qualification/trade apprenticeship","No answer, Does not apply","object","Highest_qualificationtrade_apprenticeship"
"HHLD","Household Number","No answer, Does not apply","int64","Household_Number"
"HEAL031","Health problems - 3","Arms,hands, Legs or feet, Back or neck, Difficulty in seeing, Difficulty in hearing, Speech impediment, Skin conditions,allergies, Chest,breathing problems, Heart,blood,pressure,circulation, Stomach,liver,kidney,digestion, Diabetes, Depression,bad nerves, Epilepsy, Learning difficulties, Mental illness,phobia,panics, Progressive illness n.e.c., Other problems,disabilities, Does not apply, No answer","object","Health_problems__3"
"HEAL021","Health problems - 2","Arms,hands, Legs or feet, Back or neck, Difficulty in seeing, Difficulty in hearing, Speech impediment, Skin conditions,allergies, Chest,breathing problems, Heart,blood,pressure,circulation, Stomach,liver,kidney,digestion, Diabetes, Depression,bad nerves, Epilepsy, Learning difficulties, Mental illness,phobia,panics, Progressive illness n.e.c., Other problems,disabilities, Does not apply, No answer","object","Health_problems__2"
"HEAL011","Health problems - 1","Arms,hands, Legs or feet, Back or neck, Difficulty in seeing, Difficulty in hearing, Speech impediment, Skin conditions,allergies, Chest,breathing problems, Heart,blood,pressure,circulation, Stomach,liver,kidney,digestion, Diabetes, Depression,bad nerves, Epilepsy, Learning difficulties, Mental illness,phobia,panics, Progressive illness n.e.c., Other problems,disabilities, Does not apply, No answer","object","Health_problems__1"
"HDPCH191","Number of dependent children in household under 19","No answer, Does not apply","int64","Number_of_dependent_children_in_household_under_19"
"GRSSWK21","Gross weekly pay in 2nd job (employee)","No answer, Does not apply","object","Gross_weekly_pay_in_2nd_job_employee"
"GRSSWK1","Gross weekly pay in main job (Government scheme or employee)","No answer, Does not apply","object","Gross_weekly_pay_in_main_job_Government_scheme_or_employee"
"GRSPRD1","Gross pay period (Government scheme or employee)","One week, Two weeks, Three weeks, Four weeks, Calendar month, 2 calendar months, 8 times a year, 9 times a year, 10 times a year, 3 months, 13 weeks, 6 months, 26 weeks, Less than one week, One off, lump sum, None of these, 1 year,12 months,52 weeks, Does not apply, No answer","object","Gross_pay_period_Government_scheme_or_employee"
"GOVTOR1","Government office regions","Tyne and Wear, Rest of North East, Greater Manchester, Merseyside, Rest of North West, South Yorkshire, West Yorkshire, Rest of Yorkshire & Humberside, East Midlands, West Midlands Metropolitan County, Rest of West Midlands, East of England, Inner London, Outer London, South East, South West, Wales, Strathclyde, Rest of Scotland, Northern Ireland, Does not apply, No answer","object","Government_office_regions"
"GOVTOF21","Government Office Region (2 and 3 combined)","North East, North West (inc Merseyside), Yorkshire and Humberside, East Midlands, West Midlands, Eastern, London, South East, South West, Wales, Scotland, Northern Ireland, Does not apply, No answer","object","Government_Office_Region_2_and_3_combined"
"GORWKR1","Region of place of work","North East, North West, Yorkshire and Humberside, East Midlands, West Midlands, East of England, London, South East, South West, Wales, Scotland, Northern Ireland, Workplace outside UK, Does not apply, No answer","object","Region_of_place_of_work"
"GORWK2R1","Region of place of work in 2nd job","North East, North West, Yorkshire and Humberside, East Midlands, West Midlands, East of England, London, South East, South West, Wales, Scotland, Northern Ireland, Workplace outside UK, Does not apply, No answer","object","Region_of_place_of_work_in_2nd_job"
"FUTUR41","Job related training or education in the last 4 weeks (unemployed)","No answer, Yes, No, Does not apply","object","Job_related_training_or_education_in_the_last_4_weeks_unemploy"
"FUTUR131","Job related training or education in the last 3 months (unemployed)","No answer, Yes, No, Does not apply","object","Job_related_training_or_education_in_the_last_3_months_unemplo"
"FTPTWK1","Whether full or part time in main job","No answer, Full-time, Part-time, Does not apply","object","Whether_full_or_part_time_in_main_job"
"FTPTW1","Whether working full or part time (employee and self-employed)","Part-time: student, Part-time: ill or disabled, Part-time: could not find full-time job, Part-time: did not want full-time job, Part-time: no reason given, Full-time, Does not apply, No answer","object","Whether_working_full_or_part_time_employee_and_selfemployed"
"FTPT1","Whether working full or part time (all in employment)","Full time, Part time, New Deal-FT, New Deal-PT, Does not apply, No answer","object","Whether_working_full_or_part_time_all_in_employment"
"FMPLUS1","Total number of family units with more than 1 person","No answer, Does not apply","int64","Total_number_of_family_units_with_more_than_1_person"
"FEEIR51","Who paid fees for training NI 5","Employer or potential employer, Govt - YTP, Govt - adult scheme, Self, family, relative, Other, No fees, Dont know, Does not apply, No answer","object","Who_paid_fees_for_training_NI_5"
"FEEIR41","Who paid fees for training NI 4","Employer or potential employer, Govt - YTP, Govt - adult scheme, Self, family, relative, Other, No fees, Dont know, Does not apply, No answer","object","Who_paid_fees_for_training_NI_4"
"FEEIR31","Who paid fees for training NI 3","Employer or potential employer, Govt - YTP, Govt - adult scheme, Self, family, relative, Other, No fees, Dont know, Does not apply, No answer","object","Who_paid_fees_for_training_NI_3"
"FEEIR21","Who paid fees for training NI 2","Employer or potential employer, Govt - YTP, Govt - adult scheme, Self, family, relative, Other, No fees, Dont know, Does not apply, No answer","object","Who_paid_fees_for_training_NI_2"
"FEEIR11","Who paid fees for training NI 1","Employer or potential employer, Govt - YTP, Govt - adult scheme, Self, family, relative, Other, No fees, Dont know, Does not apply, No answer","object","Who_paid_fees_for_training_NI_1"
"FDPCH91","Number of dependent children in family aged between 5 and 9","No answer, Does not apply","int64","Number_of_dependent_children_in_family_aged_between_5_and_9"
"FDPCH41","Number of dependent children in family aged between 2 and 4","No answer, Does not apply","int64","Number_of_dependent_children_in_family_aged_between_2_and_4"
"FDPCH21","Number of dependent children in family aged under 2","No answer, Does not apply","int64","Number_of_dependent_children_in_family_aged_under_2"
"FDPCH191","Number of dependent children in family aged under 19","No answer, Does not apply","int64","Number_of_dependent_children_in_family_aged_under_19"
"FDPCH161","Number of dependent children in family aged under 16","No answer, Does not apply","int64","Number_of_dependent_children_in_family_aged_under_16"
"FDPCH151","Number of dependent children in family aged between 10 and 15","No answer, Does not apply","int64","Number_of_dependent_children_in_family_aged_between_10_and_15"
"FAMUNIT1","Family unit number","No answer, Does not apply","int64","Family_unit_number"
"EVERWK1","Whether ever had a paid job or place on scheme","No answer, Yes, No, Does not apply","object","Whether_ever_had_a_paid_job_or_place_on_scheme"
"ETUKEUL1","Ethnicity (9 categories) UK level","White, Mixed/Multiple ethnic groups, Indian, Pakistani, Bangladeshi, Chinese, Any other Asian background, Black/African/Caribbean/Black British, Other ethnic group, Does not apply, No answer","object","Ethnicity_9_categories_UK_level"
"ETEWEUL1","Ethnicity (16 categories) England and Wales level","White British, White Irish, Other White, White and Black Caribbean, White and Black African, White and Asian, Other Mixed / multiple ethnic background, Indian, Pakistani, Bangladeshi, Chinese, Other Asian background, Black African, Black Caribbean, Other Black / African / Caribbean background, Other ethnic group, Does not apply, No answer","object","Ethnicity_16_categories_England_and_Wales_level"
"ETHEW181","Ethnicity (18 categories) England and Wales level","White British, White Irish, White Gypsy or Irish Traveller, Other White, White and Black Caribbean, White and Black African, White and Asian, Other Mixed / multiple ethnic background, Indian, Pakistani, Bangladeshi, Chinese, Other Asian background, BlackAfrican, Black Caribbean, Other Black / African / Caribbean background, Arab, Other ethnic group, Does not apply, No answer","object","Ethnicity_18_categories_England_and_Wales_level"
"ERNCM111","Payments included in last gross pay - 11","Overtime Payments, Payments for working unsociable hours, Shift Allowances, Bonuses, Profit related pay, Piecework payments or payment by result, Tips or gratuities, London or other regional allowances, Stand-by or on-call allowances, Tax credits, Any other additions to basic pay, Does not apply, No answer","object","Payments_included_in_last_gross_pay__11"
"ERNCM101","Payments included in last gross pay - 10","Overtime Payments, Payments for working unsociable hours, Shift Allowances, Bonuses, Profit related pay, Piecework payments or payment by result, Tips or gratuities, London or other regional allowances, Stand-by or on-call allowances, Tax credits, Any other additions to basic pay, Does not apply, No answer","object","Payments_included_in_last_gross_pay__10"
"ERNCM091","Payments included in last gross pay - 9","Overtime Payments, Payments for working unsociable hours, Shift Allowances, Bonuses, Profit related pay, Piecework payments or payment by result, Tips or gratuities, London or other regional allowances, Stand-by or on-call allowances, Tax credits, Any other additions to basic pay, Does not apply, No answer","object","Payments_included_in_last_gross_pay__9"
"ERNCM081","Payments included in last gross pay - 8","Overtime Payments, Payments for working unsociable hours, Shift Allowances, Bonuses, Profit related pay, Piecework payments or payment by result, Tips or gratuities, London or other regional allowances, Stand-by or on-call allowances, Tax credits, Any other additions to basic pay, Does not apply, No answer","object","Payments_included_in_last_gross_pay__8"
"ERNCM071","Payments included in last gross pay - 7","Overtime Payments, Payments for working unsociable hours, Shift Allowances, Bonuses, Profit related pay, Piecework payments or payment by result, Tips or gratuities, London or other regional allowances, Stand-by or on-call allowances, Tax credits, Any other additions to basic pay, Does not apply, No answer","object","Payments_included_in_last_gross_pay__7"
"ERNCM061","Payments included in last gross pay - 6","Overtime Payments, Payments for working unsociable hours, Shift Allowances, Bonuses, Profit related pay, Piecework payments or payment by result, Tips or gratuities, London or other regional allowances, Stand-by or on-call allowances, Tax credits, Any other additions to basic pay, Does not apply, No answer","object","Payments_included_in_last_gross_pay__6"
"ERNCM051","Payments included in last gross pay - 5","Overtime Payments, Payments for working unsociable hours, Shift Allowances, Bonuses, Profit related pay, Piecework payments or payment by result, Tips or gratuities, London or other regional allowances, Stand-by or on-call allowances, Tax credits, Any other additions to basic pay, Does not apply, No answer","object","Payments_included_in_last_gross_pay__5"
"ERNCM041","Payments included in last gross pay - 4","Overtime Payments, Payments for working unsociable hours, Shift Allowances, Bonuses, Profit related pay, Piecework payments or payment by result, Tips or gratuities, London or other regional allowances, Stand-by or on-call allowances, Tax credits, Any other additions to basic pay, Does not apply, No answer","object","Payments_included_in_last_gross_pay__4"
"ERNCM031","Payments included in last gross pay - 3","Overtime Payments, Payments for working unsociable hours, Shift Allowances, Bonuses, Profit related pay, Piecework payments or payment by result, Tips or gratuities, London or other regional allowances, Stand-by or on-call allowances, Tax credits, Any other additions to basic pay, Does not apply, No answer","object","Payments_included_in_last_gross_pay__3"
"ERNCM021","Payments included in last gross pay - 2","Overtime Payments, Payments for working unsociable hours, Shift Allowances, Bonuses, Profit related pay, Piecework payments or payment by result, Tips or gratuities, London or other regional allowances, Stand-by or on-call allowances, Tax credits, Any other additions to basic pay, Does not apply, No answer","object","Payments_included_in_last_gross_pay__2"
"ERNCM011","Payments included in last gross pay - 1","Overtime Payments, Payments for working unsociable hours, Shift Allowances, Bonuses, Profit related pay, Piecework payments or payment by result, Tips or gratuities, London or other regional allowances, Stand-by or on-call allowances, Tax credits, Any other additions to basic pay, Does not apply, No answer","object","Payments_included_in_last_gross_pay__1"
"ENROLL1","Whether enrolled on full or part-time education course (excluding leisure)","No answer, Yes, No, Does not apply","object","Whether_enrolled_on_full_or_parttime_education_course_excludin"
"EMPMON1","Length of time continuously employed (including self-employed)","No answer, Does not apply","object","Length_of_time_continuously_employed_including_selfemployed"
"EMPLEN1","Length of time with current employer","Less than 3 months, 3 months, less that 6, 6 months, less than 12, 1 year, less than 2, 2 years, less than 5, 5 years, less than 10, 10 years, less than 20, 20 years or more, Does not apply, No answer","object","Length_of_time_with_current_employer"
"ED4WK1","Job related training or education in the last 4 weeks","No answer, Yes, No, Does not apply","object","Job_related_training_or_education_in_the_last_4_weeks"
"ED13WK1","Job related training or education in the last 3 months","No answer, Yes, No, Does not apply","object","Job_related_training_or_education_in_the_last_3_months"
"DURUN1","Duration of unemployment","Less than 3 months, 3 months, less that 6, 6 months, less than 12, 1 year, less than 2, 2 years, less than 3, 3 years, less than 4, 4 years, less than 5, 5 years or more, Does not apply, No answer","object","Duration_of_unemployment"
"DISEA1","Disability: equality act (GSS harmonised)","No answer, Equality Act Disabled, Not Equality Act Disabled, Does not apply","object","Disability_equality_act_GSS_harmonised"
"DIFJOB1","Whether looking for different or additional paid job or business","No answer, Yes, No, Does not apply","object","Whether_looking_for_different_or_additional_paid_job_or_busine"
"CURED81","Current Education Received","At school (full-time), Sandwich course, Full-time at University/ Poly or College, Part-time at school, Training in nursing etc, Part-time at University/ Poly or College, Open college, Open university, Other correspondence course, Course not stated, Enrolled but not attending, Enrolled but not stated if attending, Not enrolled on course, Does not apply, No answer","object","Current_Education_Received"
"CONSEY1","Year started as self-employed","No answer, Does not apply","object","Year_started_as_selfemployed"
"CONMPY1","Year started working for current employer","No answer, Does not apply","object","Year_started_working_for_current_employer"
"CONMON1","Month started current job","January, February, March, April, May, June, July, August, September, October, November, December, Does not apply, No answer","object","Month_started_current_job"
"CLIMS141","Whether claiming unemp related benefit","Contributory JSA only, Income based JSA only, Both contributory and income based JSA, JSA type not stated, National Insurance credits, Universal Credit for looking for work only, Contributory JSA and UC looking for work, Not claiming unemployment related benefits, Does not apply, No answer","object","Whether_claiming_unemp_related_benefit"
"CAIND1","Child-adult indicator","Adult, Child of HOH & HOF, Child of other family, Child of HOH not HOF, Does not apply, No answer","object","Childadult_indicator"
"BUSHR1","Basic usual hours","No answer, 97 or more, Does not apply","object","Basic_usual_hours"
"BENFTS1","Whether claiming (other) State Benefits","No answer, Yes, No, Does not apply","object","Whether_claiming_other_State_Benefits"
"BEFOR1","Activity before started looking for work","Working, In FT ed or training or on scheme, Looking after family or home, Doing something else, Does not apply, No answer","object","Activity_before_started_looking_for_work"
"AYHL191","Age youngest child in household under 19","No answer, No dependent children aged under 19, Does not apply","object","Age_youngest_child_in_household_under_19"
"AYFL191","Age youngest child in family under 19","No answer, No dependent children aged under 19, Does not apply","object","Age_youngest_child_in_family_under_19"
"APRCURR1","Current apprenticeships","No answer, Yes, No, Don't know, Does not apply","object","Current_apprenticeships"
"APPR121","Completed apprenticeships","No answer, Yes, No, Don't know, Does not apply","object","Completed_apprenticeships"
"AGES1","Age bands","0-4yrs, 5-9yrs, 10-15yrs, 16-19yrs, 20-24yrs, 25-29yrs, 30-34yrs, 35-39yrs, 40-44yrs, 45-49yrs, 50-54yrs, 55-59yrs, 60-64yrs, 65-69yrs, 70 and over, Does not apply, No answer","object","Age_bands"
"AGE1","Age of respondent","No answer, Does not apply","int64","Age_of_respondent"
"ADVHST1","Number of advanced highers","No answer, One advanced higher, More than one, Don't know, Does not apply","object","Number_of_advanced_highers"
"ADDJOB1","Looking for new or additional job","No answer, New job to replace present main job, Additional job, Does not apply","object","Looking_for_new_or_additional_job"
"ACTHR21","Actual hours (including overtime) - 2nd job","No answer, 97 or more hours, Don’t know or refusal, Does not apply","object","Actual_hours_including_overtime__2nd_job"
"ACTHR1","Actual hours (excluding overtime)","No answer, 97 or more hours, Don’t know or refusal, Does not apply","object","Actual_hours_excluding_overtime"
"YVARY992","Why pay usually varies","Number of hours, days of work vary, Amounts of bonuses, tips etc varies, Number of hours overtime varies, Other reason, Does not apply, No answer","object","Why_pay_usually_varies"
"YTETJB2","Whether had paid job in addition to scheme","No answer, Yes, No, Does not apply","object","Whether_had_paid_job_in_addition_to_scheme"
"YSTART2","Reason could not start work within two weeks","Must complete education, Cannot leave present job within 2 weeks, Looking after family or home, Temp sick or injured, Long-term sick or disabled, Other reason, Does not apply, No answer","object","Reason_could_not_start_work_within_two_weeks"
"YPTJOB2","Reason for part-time job","Student or at school, Ill or disabled, Could not find full-time job, Did not want full-time job, Does not apply, No answer","object","Reason_for_parttime_job"
"YLESS62","Reason worked fewer hours than usual in reference week"," Number of hours worked/overtime varies, Bank holiday, Maternity or paternity leave, Parental leave, Other leave or holiday, Sick or injured, Training course away from workplace, Started new job or changed jobs, Ended job and did not start new one, Laid off/short time/work interrupted by bad weather, Laid off/short time/work interrupted by labour dispute at own workplace, Laid off/short time/work interrupted by economic/other causes, Other personal or family reasons, Other reasons, Does not apply, No answer","object","Reason_worked_fewer_hours_than_usual_in_reference_week"
"Y2JOB2","Whether had 2 jobs because of a change of job in reference week","No answer, Yes, changed jobs, No, Does not apply","object","Whether_had_2_jobs_because_of_a_change_of_job_in_reference_wee"
