"Variable","Variable Label","Possible Values","Column Type","Column Name"
"BUAGEGR3","Age of Head of BU - 10 Year Age Bands - Anon","Age 16 to 24 , Age 25 to 34 , Age 35 to 44 , Age 45 to 54 , Age 55 to 59 , Age 60 to 64 , Age 65 to 74 , Age 75 or over ","object","Age_of_Head_of_BU__10_Year_Age_Bands__Anon"
"BUAGEGR4","Age of Head of BU - 5 Year Age Bands - Anon","Age 16 to 19 , Age 20 to 24 , Age 25 to 29 , Age 30 to 34 , Age 35 to 39 , Age 40 to 44 , Age 45 to 49 , Age 50 to 54 , Age 55 to 59 , Age 60 to 64 , Age 65 to 69 , Age 70 to 74 , Age 75 or over ","object","Age_of_Head_of_BU__5_Year_Age_Bands__Anon"
"BUAGEGRP","Age of Head of Benefit Unit-Pub","Age 16 to 19 , Age 20 to 24 , Age 25 to 29 , Age 30 to 34 , Age 35 to 39 , Age 40 to 44 , Age 45 to 49 , Age 50 to 54 , Age 55 to 59 , Age 60 to 64 , Age 65 to 69 , Age 70 to 74 , Age 75 to 79 , Age 80 to 84 , Age 85 or over ","object","Age_of_Head_of_Benefit_UnitPub"
"BUDISBEN","BU - Disability benefits","","int64","BU__Disability_benefits"
"BUEARNS","BU - Gross Income from Employment","","int64","BU__Gross_Income_from_Employment"
"BUETH","Ethnicity of Head of Benunit","White , Mixed / Multiple ethnic groups , Asian - Indian , Asian - Pakistani , Asian - Bangladeshi , Asian - Chinese , Asian - Other , Black/ African/ Caribbean/ Black British , Other ethnic group ","object","Ethnicity_of_Head_of_Benunit"
"BUETHGR3","Ethnicity of Head of Benunit","White , Mixed/ Multiple ethnic groups , Asian/ Asian British , Black/ African/ Caribbean/ Black British , Other ethnic group ","object","Ethnicity_of_Head_of_Benunit"
"BUINC","BU - Total Income (gross)","","object","BU__Total_Income_gross"
"BUINV","BU - Investment income","","int64","BU__Investment_income"
"BUIRBEN","BU - income related benefits","","object","BU__income_related_benefits"
"BUKIDS","No Children in BU by No Parents -Pub","Couple - One Child , Couple - Two Children , Couple - Three Children , Couple - Four or more Children , Lone Parent - One Child , Lone Parent - Two Children , Lone Parent - Three Children , Lone Parent - Four or more Children ","object","No_Children_in_BU_by_No_Parents_Pub"
"BUNIRBEN","BU - non income related benefits (gross)","","int64","BU__non_income_related_benefits_gross"
"BUOTHBEN","BU BU - Other benefits (gross)","","object","BU_BU__Other_benefits_gross"
"BURENT","Gross Rent for BU","","object","Gross_Rent_for_BU"
"BURINC","BU - Remaining income","","int64","BU__Remaining_income"
"BURPINC","Retirement pension + IS","","int64","Retirement_pension__IS"
"BUTVLIC","BU - Amount of Income from free TV licences","","float64","BU__Amount_of_Income_from_free_TV_licences"
"BUTXCRED","BU - Amount of Tax Credits Received","","float64","BU__Amount_of_Tax_Credits_Received"
"BUUC","BUUC","","float64","BUUC"
"DEPCHLDB","Number of dependent children in BU","","int64","Number_of_dependent_children_in_BU"
"DISCBUA1","No of disabled adults,BU(the Equality Act 2010-core def)","","int64","No_of_disabled_adultsBUthe_Equality_Act_2010core_def"
"DISCBUC1","No of disabled children,BU(the Equality Act 2010-core def)","","int64","No_of_disabled_childrenBUthe_Equality_Act_2010core_def"
"DISWBUA1","No of disabled adults,BU(the Equality Act 2010-wider def)","","int64","No_of_disabled_adultsBUthe_Equality_Act_2010wider_def"
"DISWBUC1","No of disabled children,BU(the Equality Act 2010-wider def)","","int64","No_of_disabled_childrenBUthe_Equality_Act_2010wider_def"
"ECOSTAB2","Benefit Unit Economic status - ILO definition","One or more full time self employed , Single/couple all in full time work , Couple, one in full time, one part time , Couple, one full time, one not working , No full time, one or more part time , Workless, head or spouse State Pension age , Workless, head or spouse unemployed , Workless, other inactive ","object","Benefit_Unit_Economic_status__ILO_definition"
"ECOSTABU","Benefit Unit Economic status - ILO definition","One or more full time self employed , Single/couple all in full time work , Couple, one in full time, one part time , Couple, one full time, one not working , No full time, one or more part time , Workless, head or spouse aged 60 or over , Workless, head or spouse unemployed , Workless, other inactive ","object","Benefit_Unit_Economic_status__ILO_definition"
"ECSTATBU","BU Economic status","Self-employed , 1 or 2 adults in f/t employed work , 2 adults, one in f/t, other p/t , 2 adults, one f/t as employee, other not , 1 or 2 adults, at least 1 in p/t work , 1 or 2 adults, head or spouse aged 60+ , 1 or 2 adults, hd or sp unemployed , 1 or 2 adults, hd or sp sick, < pen age , Any other category ","object","BU_Economic_status"
"FAMTYPB2","Family Type - with gender and couples status","Pensioner couple married/civil partnership , Pensioner couple cohabiting , Male pensioner single , Female pensioner single , Couple married/civil partnership with children , Couple cohabiting with children , Couple married/civil partnership without children , Couple cohabiting without children , Lone parent , Male single without children , Female single without children ","object","Family_Type__with_gender_and_couples_status"
"FAMTYPBS","Family Type - with gender","Pensioner couple , Male pensioner single , Female pensioner single , Couple with children , Couple without children , Lone parent , Male single without children , Female single without children ","object","Family_Type__with_gender"
"FAMTYPBU","Family Type","Any other category , Pensioner couple , Pensioner single , Couple with children , Couple without children , Lone parent , Single without children ","object","Family_Type"
"FSBBU","BU - Value of Free school breakfast","","float64","BU__Value_of_Free_school_breakfast"
"FSFVBU","BU - Value of Free school fruit and veg","","float64","BU__Value_of_Free_school_fruit_and_veg"
"FSMBU","BU - Value of Free school meals","","float64","BU__Value_of_Free_school_meals"
"FSMLKBU","BU - Value of Free school milk","","float64","BU__Value_of_Free_school_milk"
"GROSS4","Grossing Factor - 10 JAN 2020","","int64","Grossing_Factor__10_JAN_2020"
"HBINDBU","BU - in receipt of HB, CTB, IS,PC,ESA[IR] indicator","Benefit Units with no CTB nor HB nor IS/PC/ESA[IR] , Benefit Units with CTB only (no HB, IS/PC/ESA[IR]) , Benefit Units with HB only (no CTB, IS/PC/ESA[IR]) , Benefit Units with IS/PC/ESA[IR] only (no CTB, HB) , Benefit Units with HB and CTB (no IS/PC/ESA[IR]) , Benefit Units with HB and IS/PC/ESA[IR] (no CTB) , Benefit Units with CTB and IS/PC/ESA[IR] (no HB) , Benefit Units with CTB and HB and IS/PC/ESA[IR] ","object","BU__in_receipt_of_HB_CTB_ISPCESAIR_indicator"
"HBINDBU2","BU - in receipt of HB, CTB, IS,PC,JSA[IB],ESA[IR] indicator","Benefit Units with no CTB nor HB nor IS/PC/JSA[IB]/ESA[IR] , Benefit Units with CTB only (no HB, IS/PC/JSA[IB]/ESA[IR]) , Benefit Units with HB only (no CTB, IS/PC/JSA[IB]/ESA[IR]) , Benefit Units with IS/PC/JSA[IB]/ESA[IR] only (no CTB, HB) , Benefit Units with HB and CTB (no IS/PC/JSA[IB]/ESA[IR]) , Benefit Units with HB and IS/PC/JSA[IB]/ESA[IR] (no CTB) , Benefit Units with CTB and IS/PC/JSA[IB]/ESA[IR] (no HB) , Benefit Units with CTB and HB and IS/PC/JSA[IB]/ESA[IR] ","object","BU__in_receipt_of_HB_CTB_ISPCJSAIBESAIR_indicator"
"HEARTBU","BU - Value of Healthy Start Vouchers","","float64","BU__Value_of_Healthy_Start_Vouchers"
"KID04","No of dependent children aged 0-4 inc","","int64","No_of_dependent_children_aged_04_inc"
"KID1115","No of dependent children aged 11-15 inc","","int64","No_of_dependent_children_aged_1115_inc"
"KID1619","No of dependent children aged 16-19 inc","","int64","No_of_dependent_children_aged_1619_inc"
"KID510","No of dependent children aged 5-10 inc","","int64","No_of_dependent_children_aged_510_inc"
"LODGER","Rent - paid by lodger","","object","Rent__paid_by_lodger"
"NEWFAMB2","Family type with couples status - HBAI equivalent","Pensioner couple married/civil partnered , Pensioner couple cohabiting , Single male pensioner , Single female pensioner , Working age couple married/civil partnered with children , Working age couple cohabiting with children , Working age single with children , Working age couple married/civil partnered without children , Working age couple cohabiting without children , Single working age male without children , Single working age female without children ","object","Family_type_with_couples_status__HBAI_equivalent"
"NEWFAMBU","Family type - HBAI equivalent","Pensioner couple , Single male pensioner , Single female pensioner , Working age couple with children , Working age single with children , Working age couple without children , Single working age male without children , Single working age female without children ","object","Family_type__HBAI_equivalent"
"SUBLTAMT","Rent received from Subletting","","object","Rent_received_from_Subletting"
"TOTCAPB3","BU - Total capital - v3","","float64","BU__Total_capital__v3"
"TOTSAVBU","Recoded TOTSAV for benunit","Less than £1,500 , Over £1,500 and up to £20,000 , Over £20,000 , Does not wish to say ","object","Recoded_TOTSAV_for_benunit"
"TUBURENT","Take up - rent for bu","","object","Take_up__rent_for_bu"
"YOUNGCH","Age of youngest child","","object","Age_of_youngest_child"
